pli-tv-bu-vb-sk54	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk55	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk56	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk57	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk58	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk59	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk6	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk60	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk61	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk62	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk63	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk64	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk65	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk66	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk67	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk68	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk69	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk7	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk70	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk71	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk72	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk73	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk74	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk75	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk8	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk9	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss1	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss10	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss11	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss12	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss13	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss2	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss3	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss4	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss5	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss6	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss7	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss8	yes|not-applicable|not-applicable
pli-tv-bu-vb-ss9	yes|not-applicable|not-applicable
pli-tv-kd1	yes|not-applicable|not-applicable
pli-tv-kd10	yes|not-applicable|not-applicable
pli-tv-kd11	yes|not-applicable|not-applicable
pli-tv-kd12	yes|not-applicable|not-applicable
pli-tv-kd13	yes|not-applicable|not-applicable
pli-tv-kd14	yes|not-applicable|not-applicable
pli-tv-kd15	yes|not-applicable|not-applicable
pli-tv-kd16	yes|not-applicable|not-applicable
pli-tv-kd17	yes|not-applicable|not-applicable
pli-tv-kd18	yes|not-applicable|not-applicable
pli-tv-kd19	yes|not-applicable|not-applicable
pli-tv-kd2	yes|not-applicable|not-applicable
pli-tv-kd20	yes|not-applicable|not-applicable
pli-tv-kd21	yes|not-applicable|not-applicable
pli-tv-kd22	yes|not-applicable|not-applicable
pli-tv-kd3	yes|not-applicable|not-applicable
pli-tv-kd4	yes|not-applicable|not-applicable
pli-tv-kd5	yes|not-applicable|not-applicable
pli-tv-kd6	yes|not-applicable|not-applicable
